1,0,0,0;5,1,4,-4;-4,-4,3,-3;-4,3,4,2;-5,-1,-2,-1
1,0,0,0;5,2,-5,1;2,-2,-1,4;-4,2,-5,-2;4,-3,-1,5
1,0,0,0;5,3,-2,3;5,-2,-2,-5;5,-4,-1,0;-1,1,-3,0
1,0,0,0;5,6,0,0;4,-3,0,0;2,0,3,0;3,0,1,0
1,0,0,0;54,52,24,-40;-1,5,11,57;-24,37,-39,59;32,-20,-30,11
1,0,0,0;58,-35,22,-33;28,46,-3,42;-22,25,57,-44;27,-29,42,33
1,0,0,0;6,-5,0,0;3,0,0,0;1,0,0,0;3,0,6,0
1,0,0,0;6,0,0,-5;1,0,1,0;1,0,0,2;1,3,0,0
1,0,0,0;6,0,0,-6;4,0,0,-4;2,0,3,0;5,1,0,0
1,0,0,0;6,0,0,-6;4,0,3,0;4,-6,0,0;2,2,0,0
1,0,0,0;6,0,0,5;3,-5,0,0;1,0,-4,0;3,0,0,-4
