1,0,0,0;-1,-1,-1,-1;-1,-1,-1,-1;-1,1,1,0
1,0,0,0;-1,-1,-1,0;0,-1,0,1;-1,1,-1,-1
1,0,0,0;-1,-1,0,-1;0,1,-1,-1;-1,-1,1,1
1,0,0,0;-1,-1,0,1;-1,0,0,1;1,-1,0,0
1,0,0,0;-1,-1,1,-1;1,0,1,-1;1,-1,-1,1
1,0,0,0;-1,-1,1,1;1,-1,1,1;0,-1,-1,-1
1,0,0,0;-1,-1,2,-3;-4,-1,-1,-5;5,-1,1,-3
1,0,0,0;-1,-1,5,-2;-4,3,-5,-3;-1,-2,-2,-3
1,0,0,0;-1,-2,-5,-5;3,0,3,2;0,-2,2,0
1,0,0,0;-1,-2,1,2;2,1,0,0;-2,2,-1,-2
1,0,0,0;-1,-3,-2,-3;-3,2,-2,-1;1,1,-3,2
1,0,0,0;-1,-3,0,-1;-2,-3,-5,4;-5,1,4,-3
1,0,0,0;-1,-4,1,-1;-1,2,-1,-1;-5,0,3,5
1,0,0,0;-1,0,-1,-1;-1,1,1,-1;0,1,-1,0
1,0,0,0;-1,0,-1,1;-1,1,1,1;0,0,1,0
1,0,0,0;-1,0,0,-1;0,-1,1,-1;0,0,1,0
1,0,0,0;-1,0,0,1;1,-2,-1,3;-1,-1,-3,0
1,0,0,0;-1,0,1,0;0,-1,-1,-1;0,1,-1,0
1,0,0,0;-1,0,2,2;-1,-2,-1,-2;2,2,-1,0
1,0,0,0;-1,1,-1,0;1,-1,-1,-1;1,-1,1,1
1,0,0,0;-1,1,-1,2;-2,-3,-1,-1;-3,3,0,1
1,0,0,0;-1,1,0,-1;1,0,0,1;0,0,-1,-1
1,0,0,0;-1,1,1,-1;-1,0,-1,0;0,1,-1,-1
1,0,0,0;-1,1,1,0;-1,1,1,-1;1,-1,0,0
1,0,0,0;-1,1,3,-2;0,1,1,0;-1,2,0,0
1,0,0,0;-1,18,12,7;3,-17,-3,6;5,2,-6,-17
1,0,0,0;-1,19,10,6;2,-15,-4,3;5,4,-4,-15
1,0,0,0;-1,19,13,8;4,-17,-5,6;6,4,-2,-18
1,0,0,0;-1,2,-1,0;-2,1,-2,-1;-2,-2,1,0
1,0,0,0;-1,2,-2,1;1,0,1,2;-1,2,-2,2
1,0,0,0;-1,2,1,2;0,0,0,-1;0,-2,-1,0
1,0,0,0;-1,20,10,7;6,-14,-4,4;3,2,-3,-18
1,0,0,0;-1,20,13,10;2,-15,-3,3;6,4,-3,-14
1,0,0,0;-1,21,11,10;4,-16,-3,5;4,2,-2,-18
1,0,0,0;-1,22,11,6;4,-14,-6,4;5,2,-4,-16
1,0,0,0;-1,3,-1,3;1,-3,-2,-3;2,0,3,-2
1,0,0,0;-1,3,2,3;3,-5,0,0;1,2,0,-5
1,0,0,0;-1,318,190,129;64,-258,-63,66;63,66,-62,-258
1,0,0,0;-1,318,194,130;64,-255,-62,62;65,66,-64,-258
1,0,0,0;-1,319,191,129;65,-254,-62,64;65,66,-64,-255
1,0,0,0;-1,319,194,129;66,-255,-62,64;66,62,-63,-255
1,0,0,0;-1,320,193,128;62,-258,-62,65;64,63,-63,-258
1,0,0,0;-1,321,191,126;64,-255,-64,65;62,65,-65,-256
1,0,0,0;-1,322,190,129;62,-258,-65,66;66,63,-65,-258
1,0,0,0;-1,322,193,130;66,-255,-63,62;63,62,-62,-254
1,0,0,0;-1,4,1,0;0,-6,-3,-1;0,1,-1,-2
1,0,0,0;-1,4,2,3;-1,-4,1,1;0,3,0,-3
1,0,0,0;-1,4,5,2;0,-3,-2,-1;1,0,-2,-2
1,0,0,0;-1,5,1,4;1,-5,-2,3;0,0,0,-6
1,0,0,0;-1,5,5,0;-1,4,3,1;-5,-4,0,0
1,0,0,0;-1,6,2,2;1,-2,1,3;1,0,-2,-5
1,0,0,0;-1,7,1,1;0,-4,-1,-1;1,3,-3,-5
1,0,0,0;-1,7,4,1;1,-3,-3,0;2,-1,-2,-4
1,0,0,0;-1,78,47,32;14,-62,-15,17;16,16,-17,-64
1,0,0,0;-1,79,47,33;18,-62,-15,15;17,17,-14,-65
1,0,0,0;-1,80,48,31;17,-62,-16,17;17,14,-18,-66
1,0,0,0;-1,81,46,33;15,-66,-15,17;14,16,-16,-66
1,0,0,0;-1,82,47,31;15,-63,-17,18;14,17,-17,-66
1,0,0,0;-1,82,50,32;14,-64,-16,18;18,14,-17,-63
1,0,0,0;-12,-54,-5,17;-35,-46,-31,49;28,1,-11,-38
1,0,0,0;-15,-5,-46,40;-13,-38,25,-16;35,-7,-7,-9
1,0,0,0;-18,38,-11,38;-2,-45,-49,-32;48,-51,13,44
1,0,0,0;-2,-1,-3,-3;0,-3,-2,2;-2,-2,-1,-2
1,0,0,0;-2,-1,1,3;3,3,3,3;2,-3,-3,2
1,0,0,0;-2,-2,-2,-1;-1,-1,-2,1;1,0,-2,1
1,0,0,0;-2,-2,0,-2;0,2,-1,-3;1,-2,1,3
1,0,0,0;-2,-2,1,1;0,-2,-2,0;-2,1,2,0
1,0,0,0;-2,-3,1,5;2,-3,1,-1;-4,5,-3,-5
1,0,0,0;-2,0,-1,-1;0,1,1,-2;2,-1,-2,1
1,0,0,0;-2,0,0,-2;-1,2,-2,2;1,-2,2,-2
1,0,0,0;-2,0,1,-3;-3,-2,-1,3;1,0,0,-3
1,0,0,0;-2,0,2,2;2,1,-2,-2;2,0,-1,-1
1,0,0,0;-2,1,-2,3;-1,1,1,0;3,2,0,-1
1,0,0,0;-2,1,0,2;-1,-1,2,1;-2,0,1,0
1,0,0,0;-2,18,10,10;3,-18,-6,2;3,3,-2,-18
1,0,0,0;-2,18,12,9;3,-18,-2,6;6,3,-4,-17
1,0,0,0;-2,19,12,8;4,-18,-5,4;3,5,-2,-18
1,0,0,0;-2,2,-1,-1;-1,-1,0,0;-2,2,2,0
1,0,0,0;-2,2,-3,-1;-1,-1,4,5;3,3,-3,2
1,0,0,0;-2,2,0,1;3,1,0,3;0,-1,1,0
1,0,0,0;-2,2,3,-1;3,1,-1,3;-1,-1,0,0
1,0,0,0;-2,20,12,9;5,-17,-5,6;2,6,-3,-14
1,0,0,0;-2,21,10,8;2,-15,-5,2;6,3,-4,-17
1,0,0,0;-2,21,13,10;4,-14,-4,3;2,6,-5,-16
1,0,0,0;-2,22,11,8;4,-16,-6,5;3,5,-5,-15
