1,0,0,0;-1,-1,-1,0;-1,0,-1,0;-1,1,-1,0
1,0,0,0;-1,-1,-1,1;0,1,1,-1;1,1,0,1
1,0,0,0;-1,-1,0,0;-2,-2,2,0;1,2,2,-2
1,0,0,0;-1,-1,0,1;1,0,1,1;-1,-1,1,0
1,0,0,0;-1,-1,1,0;0,-1,0,0;-1,0,0,-1
1,0,0,0;-1,-1,2,-1;1,-1,-2,2;-1,-2,2,-2
1,0,0,0;-1,-1,2,5;1,4,0,0;-4,3,2,-3
1,0,0,0;-1,-2,-1,1;3,-3,1,3;0,2,-1,3
1,0,0,0;-1,-2,0,-3;-3,-1,1,-3;-2,-3,0,0
1,0,0,0;-1,-2,2,-2;2,-2,3,2;1,0,2,1
1,0,0,0;-1,-3,-2,2;-3,1,3,2;-1,-1,-3,2
1,0,0,0;-1,-3,3,-3;-2,1,3,-2;0,-3,-1,-3
1,0,0,0;-1,-5,1,-1;-2,5,4,-1;-2,-2,2,-5
1,0,0,0;-1,0,-1,-2;-1,2,1,2;-1,2,0,1
1,0,0,0;-1,0,-2,1;-1,-2,-1,0;0,-2,-2,1
1,0,0,0;-1,0,0,0;0,1,0,-1;0,0,1,-1
1,0,0,0;-1,0,0,2;-1,-2,1,1;1,2,-1,1
1,0,0,0;-1,0,1,1;-1,1,0,2;2,0,-1,-2
1,0,0,0;-1,1,-1,-1;1,-1,0,0;1,0,1,0
1,0,0,0;-1,1,-1,1;-1,1,-1,0;1,-1,-1,1
1,0,0,0;-1,1,0,-1;-1,1,-1,-1;-1,0,-1,-1
1,0,0,0;-1,1,0,0;-2,0,-1,-1;-1,2,-2,0
1,0,0,0;-1,1,1,-1;0,1,0,1;1,0,1,0
1,0,0,0;-1,1,1,1;1,-1,-1,-1;-1,-1,0,-1
1,0,0,0;-1,18,11,6;6,-15,-5,3;5,4,-5,-16
1,0,0,0;-1,18,13,10;6,-14,-3,3;2,4,-6,-15
1,0,0,0;-1,19,11,7;4,-15,-2,2;4,3,-6,-17
1,0,0,0;-1,19,14,8;3,-14,-5,4;5,3,-3,-16
1,0,0,0;-1,2,-2,-2;-4,4,-1,0;5,-5,1,2
1,0,0,0;-1,2,0,-2;-2,-2,-1,0;-2,0,2,0
1,0,0,0;-1,2,2,2;1,0,-2,0;0,1,-2,-1
1,0,0,0;-1,20,11,6;4,-18,-3,5;6,3,-2,-15
1,0,0,0;-1,20,14,8;5,-16,-4,3;4,2,-6,-17
1,0,0,0;-1,21,14,6;4,-14,-3,6;4,3,-2,-16
1,0,0,0;-1,22,13,10;4,-16,-2,3;2,3,-4,-18
1,0,0,0;-1,3,-3,1;-1,0,0,-3;2,-3,-1,1
1,0,0,0;-1,3,4,0;3,-5,-3,0;-1,2,-1,-5
1,0,0,0;-1,318,192,127;64,-258,-63,62;62,65,-63,-256
1,0,0,0;-1,319,190,128;64,-254,-65,62;65,63,-66,-256
1,0,0,0;-1,319,192,128;66,-254,-64,66;62,64,-65,-257
1,0,0,0;-1,320,191,128;65,-256,-64,65;63,66,-65,-255
1,0,0,0;-1,320,194,128;65,-257,-63,65;65,64,-64,-254
1,0,0,0;-1,321,194,126;66,-257,-65,66;62,62,-65,-255
