preloaded 0 memoized evals
=== deepsweep: 48 starts x 3 plain objectives + 10 strata ===
CHAMPION stratum(164, 102, 36): total=723 score=426.0 by_depth={0: 1, 1: 210, 2: 216, 3: 164, 4: 96, 5: 36, 6: 1} quats=[[4, 1, 1, -1], [3, 3, 7, 3], [5, -1, -5, -5], [2, 1, 1, 1], [1, 1, 1, 1], [5, 2, 2, 2]]
CHAMPION stratum(164, 96, 36): total=723 score=426.0 by_depth={0: 1, 1: 210, 2: 216, 3: 164, 4: 96, 5: 36, 6: 1} quats=[[4, 1, 1, -1], [3, 3, 7, 3], [5, -1, -5, -5], [2, 1, 1, 1], [1, 1, 1, 1], [5, 2, 2, 2]]
CHAMPION stratum(158, 102, 36): total=711 score=420.0 by_depth={0: 1, 1: 204, 2: 216, 3: 152, 4: 102, 5: 36, 6: 1} quats=[[4, 1, 1, -1], [3, 3, 7, 3], [5, -1, -5, -5], [2, 1, 1, 1], [1, 1, 1, 1], [3, 2, 2, 2]]
CHAMPION stratum(158, 96, 36): total=705 score=418.0 by_depth={0: 1, 1: 202, 2: 216, 3: 154, 4: 96, 5: 36, 6: 1} quats=[[5, 1, 1, -1], [3, 3, 7, 3], [5, -1, -5, -5], [2, 1, 1, 1], [1, 1, 1, 1], [5, 2, 2, 2]]
CHAMPION stratum(150, 102, 36): total=593 score=342.0 by_depth={0: 1, 1: 162, 2: 180, 3: 134, 4: 84, 5: 32, 6: 1} quats=[[4, 1, 1, -1], [3, 3, 7, 3], [5, -1, -5, -5], [2, 2, -1, 1], [1, 1, 1, 1], [2, 1, 1, 1]]
CHAMPION stratum(150, 96, 36): total=593 score=342.0 by_depth={0: 1, 1: 162, 2: 180, 3: 134, 4: 84, 5: 32, 6: 1} quats=[[4, 1, 1, -1], [3, 3, 7, 3], [5, -1, -5, -5], [2, 2, -1, 1], [1, 1, 1, 1], [2, 1, 1, 1]]
CHAMPION stratum(164, 90, 36): total=593 score=342.0 by_depth={0: 1, 1: 162, 2: 180, 3: 134, 4: 84, 5: 32, 6: 1} quats=[[4, 1, 1, -1], [3, 3, 7, 3], [5, -1, -5, -5], [2, 2, -1, 1], [1, 1, 1, 1], [2, 1, 1, 1]]
CHAMPION stratum(140, 102, 36): total=593 score=342.0 by_depth={0: 1, 1: 162, 2: 180, 3: 134, 4: 84, 5: 32, 6: 1} quats=[[4, 1, 1, -1], [3, 3, 7, 3], [5, -1, -5, -5], [2, 2, -1, 1], [1, 1, 1, 1], [2, 1, 1, 1]]
CHAMPION stratum(164, 102, 30): total=393 score=234.0 by_depth={0: 1, 1: 126, 2: 108, 3: 80, 4: 54, 5: 24, 6: 1} quats=[[4, 1, 1, -1], [3, 3, 7, 3], [5, -1, -5, -5], [2, 1, 1, 1], [1, 1, 1, 1], [2, 1, 1, 1]]
CHAMPION stratum(130, 80, 36): total=393 score=234.0 by_depth={0: 1, 1: 126, 2: 108, 3: 80, 4: 54, 5: 24, 6: 1} quats=[[4, 1, 1, -1], [3, 3, 7, 3], [5, -1, -5, -5], [2, 1, 1, 1], [1, 1, 1, 1], [2, 1, 1, 1]]
DONE
