[   31.7s] n=6 k=3 c=53    lineality 3 -> nonempty  3 dirs, 3 confirmed
[   33.5s] n=6 k=4 c=179 CRASH GeneratorsNeeded
[  143.5s] n=6 k=4 c=165   lineality 3 -> empty     0 dirs, 0 confirmed
[  207.2s] n=6 k=5 c=383   lineality 2 -> empty     0 dirs, 0 confirmed
[  230.6s] n=7 k=3 c=55    lineality 3 -> nonempty  12 dirs, 12 confirmed
[  231.3s] n=7 k=3 c=43    lineality 5 -> nonempty  5 dirs, 5 confirmed
[  342.4s] n=7 k=4 c=171   lineality 3 -> empty     0 dirs, 0 confirmed
[  472.0s] n=7 k=4 c=163   lineality 4 -> nonempty  3 dirs, 3 confirmed
[  526.4s] n=7 k=4 c=153   lineality 6 -> nonempty  60 dirs, 42 confirmed
[  553.7s] n=7 k=5 c=385   lineality 2 -> empty     0 dirs, 0 confirmed
[  582.9s] n=7 k=5 c=381   lineality 2 -> empty     0 dirs, 0 confirmed
[  965.7s] n=7 k=5 c=369   lineality 5 -> nonempty  4 dirs, 2 confirmed
[  986.3s] n=7 k=6 c=723   lineality 2 -> empty     0 dirs, 0 confirmed
[ 1011.9s] n=7 k=6 c=713   lineality 3 -> empty     0 dirs, 0 confirmed
[ 1035.7s] n=8 k=3 c=55    lineality 3 -> nonempty  12 dirs, 12 confirmed
[ 1036.0s] n=8 k=3 c=44    lineality 4 -> nonempty  4 dirs, 4 confirmed
[ 1038.5s] n=8 k=4 c=179 CRASH GeneratorsNeeded
[ 1070.3s] n=8 k=4 c=167   lineality 2 -> empty     0 dirs, 0 confirmed
[ 1077.6s] n=8 k=4 c=159   lineality 3 -> nonempty  1 dirs, 1 confirmed
[ 1084.9s] n=8 k=4 c=155   lineality 5 -> nonempty  20 dirs, 19 confirmed
[ 1120.5s] n=8 k=4 c=147   lineality 6 -> nonempty  15 dirs, 15 confirmed
[ 1125.7s] n=8 k=5 c=387   lineality 2 -> nonempty  1 dirs, 1 confirmed
[ 1187.6s] n=8 k=5 c=383   lineality 2 -> empty     0 dirs, 0 confirmed
[ 1397.0s] n=8 k=5 c=375   lineality 4 -> nonempty  1 dirs, 0 confirmed
[ 1602.4s] n=8 k=5 c=369   lineality 4 -> nonempty  1 dirs, 1 confirmed
[ 1888.0s] n=8 k=5 c=363   lineality 5 -> nonempty  1 dirs, 1 confirmed
[ 1980.7s] n=8 k=5 c=357   lineality 7 -> nonempty  6 dirs, 6 confirmed
[ 2027.5s] n=8 k=5 c=341   lineality 9 -> nonempty  30 dirs, 30 confirmed
[ 2037.3s] n=8 k=6 c=717   lineality 2 -> nonempty  1 dirs, 0 confirmed
[ 2062.8s] n=8 k=6 c=715   lineality 3 -> nonempty  1 dirs, 1 confirmed
[ 2551.8s] n=8 k=6 c=709   lineality 4 -> nonempty  1 dirs, 0 confirmed
