[   87.5s] n=6 k=3 c=49    lin 3 -> empty     0 dirs: 0 confirmed, 0 unevaluable, 0 changed; wraps []
[  118.4s] n=6 k=4 c=173   lin 2 -> nonempty  2 dirs: 1 confirmed, 0 unevaluable, 1 changed; wraps [None]
[  405.0s] n=6 k=4 c=159   lin 4 -> nonempty  2 dirs: 2 confirmed, 0 unevaluable, 0 changed; wraps [None, None]
[ 1020.7s] n=6 k=5 c=377   lin 3 -> empty     0 dirs: 0 confirmed, 0 unevaluable, 0 changed; wraps []
[ 1114.3s] n=7 k=3 c=53    lin 3 -> nonempty  16 dirs: 16 confirmed, 0 unevaluable, 0 changed; wraps [None, None, None, None]
[ 1119.0s] n=7 k=4 c=183   lin 1 -> empty     0 dirs: 0 confirmed, 0 unevaluable, 0 changed; wraps []
[ 1151.1s] n=7 k=4 c=169   lin 2 -> empty     0 dirs: 0 confirmed, 0 unevaluable, 0 changed; wraps []
[ 1166.3s] n=7 k=4 c=161   lin 4 -> nonempty  15 dirs: 3 confirmed, 0 unevaluable, 12 changed; wraps [None, None, None]
[ 1240.6s] n=7 k=4 c=147   lin 6 -> nonempty  15 dirs: 15 confirmed, 0 unevaluable, 0 changed; wraps [None, None, None, None]
[ 1252.7s] n=7 k=5 c=383   lin 2 -> nonempty  1 dirs: 0 confirmed, 0 unevaluable, 1 changed; wraps []
[ 1890.2s] n=7 k=5 c=377   lin 3 -> empty     0 dirs: 0 confirmed, 0 unevaluable, 0 changed; wraps []
[ 2418.5s] n=7 k=5 c=363   lin 5 -> nonempty  1 dirs: 1 confirmed, 0 unevaluable, 0 changed; wraps [None]
[ 2437.0s] n=7 k=6 c=717   lin 2 -> nonempty  1 dirs: 0 confirmed, 0 unevaluable, 1 changed; wraps []
