1,0,0,0;-1,-1,-1,-1;-1,-1,-1,-1;0,0,-1,1
1,0,0,0;-1,-1,-1,0;1,1,-1,1;-1,0,1,1
1,0,0,0;-1,-1,0,-1;1,-1,0,-1;0,1,0,0
1,0,0,0;-1,-1,0,1;-1,0,1,0;0,-1,0,-1
1,0,0,0;-1,-1,1,-1;1,1,-1,-1;1,0,-1,1
1,0,0,0;-1,-1,1,2;1,0,0,2;1,0,2,1
1,0,0,0;-1,-1,2,1;-3,1,-1,1;-3,-2,0,1
1,0,0,0;-1,-2,-1,-2;-1,0,1,-1;0,1,0,-1
1,0,0,0;-1,-2,0,-2;-3,-1,1,0;-3,2,3,-1
1,0,0,0;-1,-2,2,-1;0,0,0,2;2,-1,-2,1
1,0,0,0;-1,-3,-2,0;-1,1,-2,1;1,0,0,-2
1,0,0,0;-1,-3,0,3;-3,-2,-1,-1;2,-1,-2,-2
1,0,0,0;-1,-4,5,-4;-4,2,0,-4;-5,0,2,1
1,0,0,0;-1,0,-1,-1;0,0,-3,2;-2,-3,-1,-3
1,0,0,0;-1,0,-1,1;0,0,-1,-1;-1,-1,0,1
1,0,0,0;-1,0,0,0;-1,-1,0,0;-1,1,0,-1
1,0,0,0;-1,0,0,1;1,1,0,-1;0,1,1,1
1,0,0,0;-1,0,1,0;1,-1,1,-1;0,1,-1,0
1,0,0,0;-1,0,2,2;0,-1,0,0;-1,-2,2,1
1,0,0,0;-1,1,-1,0;1,0,1,0;-1,0,0,-1
1,0,0,0;-1,1,-3,0;-1,0,0,-1;2,0,3,-3
1,0,0,0;-1,1,0,-2;-1,-2,-2,0;1,-1,-2,-2
1,0,0,0;-1,1,1,-1;0,-1,0,-1;0,-1,-1,0
1,0,0,0;-1,1,1,0;0,1,0,-1;0,0,0,1
1,0,0,0;-1,18,10,10;6,-15,-2,5;6,6,-2,-15
1,0,0,0;-1,18,12,9;2,-18,-6,4;6,2,-2,-16
1,0,0,0;-1,19,10,7;5,-15,-2,5;6,2,-6,-17
1,0,0,0;-1,19,13,8;5,-18,-5,6;4,4,-6,-17
1,0,0,0;-1,2,-2,-1;1,-2,-1,2;0,2,1,-1
1,0,0,0;-1,2,-3,0;2,2,1,-3;-1,0,0,-1
1,0,0,0;-1,2,2,2;-3,1,-1,-1;-3,-3,3,-1
1,0,0,0;-1,20,10,9;3,-16,-2,2;6,5,-4,-17
1,0,0,0;-1,20,14,7;3,-16,-3,4;6,6,-2,-14
1,0,0,0;-1,21,13,10;3,-15,-3,4;6,3,-2,-17
1,0,0,0;-1,22,11,8;4,-17,-3,2;2,4,-4,-15
1,0,0,0;-1,3,-2,-2;1,3,2,2;1,-2,-2,1
1,0,0,0;-1,3,3,2;1,-1,0,-1;-1,-1,-1,-1
1,0,0,0;-1,318,191,130;65,-256,-65,64;64,62,-63,-258
1,0,0,0;-1,319,190,127;64,-255,-66,66;65,62,-65,-257
1,0,0,0;-1,319,191,130;64,-254,-64,62;66,62,-66,-256
1,0,0,0;-1,319,194,130;65,-256,-66,64;62,65,-65,-258
1,0,0,0;-1,320,193,128;63,-254,-63,64;66,63,-64,-257
1,0,0,0;-1,321,192,128;65,-257,-63,64;62,66,-65,-258
1,0,0,0;-1,322,191,126;65,-257,-64,64;63,65,-64,-256
1,0,0,0;-1,322,194,129;63,-256,-62,65;66,66,-65,-256
1,0,0,0;-1,4,1,2;1,-6,1,-1;-1,1,1,-3
1,0,0,0;-1,4,3,-2;5,-2,-2,-1;0,0,-4,-4
1,0,0,0;-1,4,5,3;-1,-5,-1,-1;3,2,-3,-2
1,0,0,0;-1,5,2,0;1,-2,-1,0;3,0,1,-3
1,0,0,0;-1,5,5,1;1,-4,-3,3;2,-1,1,-4
